city,longitude,latitude,attacks
Jhansi,25.4484,78.5685,1
Jhao,26.4911,65.6856,1
Jharaghati,22.0867,81.6553,1
Jhelum,32.9333,73.7333,1
Jhenaidah,23.5431,89.175,1
Jhikargachha,23.1008,89.1007,1
Jhiliguda,19.1774,83.5837,1
Jhiri,32.8278,74.7333,1
Jhitka,22.628,87.0961,1
Jholaro,20.6331,82.0623,1
Jhongjheng,25.0421,121.52,1
Jhoukhonom,24.35,93.7,1
Jhugian,31.0205,75.2192,1
Jibela,32.749,44.613,1
Jibla,13.918,44.1439,1
Jibrayel,34.5217,36.1308,1
Jibrin,34.951,36.5836,1
Jibu,8.3001,9.97837,1
Jicibow,4.09667,45.5189,1
Jihanah,15.237,44.4879,1
Jihar,34.6772,37.816,1
Jihuli panchayat,26.5258,84.9102,1
Jiir Carab,3.50392,42.2362,1
Jikoyi,8.98083,7.56299,1
Jilang,9.98812,13.2165,1
Jilib district,0.49192,42.7784,1
Jillella,18.2759,78.8094,1
Jimalgatta,19.1013,80.1534,1
Jimbaran,-8.7904,115.159,1
Jimeiza Tegaro,11.6489,24.9042,1
Jingalta,12.6097,13.2958,1
Jinganur,18.8947,80.1937,1
Jiron Chaupimayo,-12.87,-72.694,1
Jisugittam,25.3266,90.564,1
Jit,32.2132,35.1707,1
Jitar,10.2239,9.8625,1
Jiyanpur,26.1531,83.3324,1
Jlala,33.8161,35.8603,1
Joao Pessoa,-7.1196,-34.845,1
Joaquim Nabuco,-8.6232,-35.529,1
Jobar,34.8556,69.6494,1
Jobat,22.4166,74.5679,1
Jocotan,14.8214,-89.387,1
Jodamba,19.3279,84.2884,1
Jodanga,25.0195,88.2774,1
Jodhan Nagri,31.6065,75.1472,1
Jogaroom,31.623,65.0542,1
Jogbuda,29.0904,80.32,1
Joghondak,34.4842,62.5884,1
Joh Ai Rong ((District)),6.42546,101.825,1
Joh Boh,6.37078,101.665,1
Joh I Rong  (District),6.21041,101.821,1
Joh I Rong district,6.21041,101.821,1
Johal,31.1323,75.8454,1
Joharabad,32.2847,72.2815,1
Johi,26.6931,67.6156,1
Johvi,59.3577,27.4134,1
Joi Ganj,35.5938,63.3354,1
Jojoda,22.6035,85.1505,1
Jolo district,5.96918,121.125,1
Jonesborough,54.0885,-6.3712,1
Jonglei,7.18015,32.355,1
Jootar,7.68917,9.25028,1
Jora,34.9302,72.4152,1
Joraigaon,26.2533,92.3424,1
Jorasimar,24.3679,86.5078,1
Jorgasa,24.0066,89.2441,1
Jori,29.0353,69.1588,1
Jorkisoli,22.5801,87.05,1
Joromani,-19.015,29.1549,1
Jos North district,9.92844,8.89746,1
Jose Abad Santos,5.91471,125.647,1
Josefina,8.21485,123.543,1
Joshimath,30.5544,79.5659,1
Jotapuquio,-13.275,-73.612,1
Jouaiya,33.2443,35.3329,1
Joue-les-Tours,47.3524,0.66361,1
Jovellar,13.071,123.598,1
Jowar,34.555,72.3022,1
Jowhar district,2.78008,45.3714,1
Joy Naw,35.9387,68.6487,1
Joya Ancha,13.4144,-88.414,1
Joynagar,22.6834,87.9959,1
Joypur,26.3809,90.0914,1
Juab,6.16874,101.843,1
Juanjui district,-7.1802,-76.726,1
Juan-les-Pins,43.5692,7.10836,1
Juba district,4.74615,31.7446,1
Jubaguda,19.7412,83.8818,1
Jubaynat,33.8545,44.5707,1
Jubu,27.4199,86.7198,1
Judaydat Ghazir,34.0219,35.6935,1
Judba,34.614,72.7888,1
Juer,7.39234,28.5322,1
Jufrah,15.7613,44.7211,1
Jugasaipatna,19.74,83.1919,1
Jugedi,27.7576,84.4737,1
Julcamarca,-13.015,-74.445,1
Julcan,-8.0439,-78.488,1
Juli,5.04717,96.6851,1
Julio Cesar Tello,-12.249,-76.897,1
Julok Sub-district,5.03725,97.5905,1
Juma Khan,28.1329,67.8325,1
Jumla District,29.2754,82.1325,1
Junbesi,27.5978,86.5476,1
Jungal,2.37447,42.0766,1
Jungle,33.1917,68.1021,1
Juniyah,33.9708,35.6326,1
Junob,9.29463,123.279,1
Junpani,18.3919,81.6578,1
Junquillar,13.6289,-88.672,1
Juntas de Uramita,6.92396,-76.031,1
"Juntas del Tamana, Carmen de Surama, Curundo, Urabara and Irabubu",5.2528,-76.826,1
Jurdab,26.1682,50.5718,1
Jurf al-Naddaf,33.2631,44.5545,1
Jurf al-Sakhr district,32.8658,44.2143,1
Jurf Naddaf,33.244,44.5642,1
Jurm,36.8667,70.8344,1
Jurpukhuri,26.189,91.7543,1
Jussak,26.0343,63.0657,1
Juxtlahuaca district,17.3403,-98.011,1
Jwayya,33.2378,35.3372,1
Jyaynagar,26.9177,85.3079,1
K?vabch?ara,43.0671,41.6096,1
Ka Pho district,6.55916,101.534,1
Kaala,34.1059,72.4709,1
Kab,25.3888,84.7903,1
Kabacan district,7.11301,124.808,1
Kabah,33.75,44.6333,1
Kabalantian,7.43282,125.12,1
Kabankalan,9.98889,122.812,1
Kabarole,0.58508,30.2513,1
Kabarwala,30.1938,74.4093,1
Kabasaalo,-1.5952,40.5148,1
Kabasha,1.38206,29.4178,1
Kabbah,35.0374,43.9727,1
Kabbon Takas,6.04639,121.078,1
Kabengi,6.91467,124.393,1
Kabereere,0.06463,30.0665,1
Kabeum,12.8837,-15.594,1
Kabezi district,-3.5063,29.3428,1
Kabisa,33.5917,42.6166,1
Kabithigollewa,8.64109,80.6696,1
Kabkayiya,13.651,24.0897,1
Kabombolu,-8.1875,21.9948,1
Kabona,1.18333,30.0833,1
Kabrihu,11.2843,13.4281,1
Kabtan Laas,1.76738,44.3372,1
Kabulcha,34.8551,63.4862,1
Kabulo,-6.5803,29.49,1
Kabulungu,-3.55,26.7167,1
Kabuntalan Mother,7.11667,124.383,1
Kabylia,36.6083,4.73585,1
Kach Dorah,33.6809,74.8807,1
Kacha Pakka,33.6046,71.2696,1
Kachchai,9.6525,80.2044,1
Kachdaura,24.7539,80.8311,1
Kachhi,28.6651,67.7508,1
Kachi,30.8626,67.1716,1
Kachi district,29.2614,67.6575,1
Kachin,9.53448,8.89887,1
Kachlak,30.3543,66.9452,1
Kachnar,25.9698,84.3597,1
Kachugaon,26.3793,90.0254,1
Kachumbala,1.2136,34.1191,1
Kachurthal,24.3471,92.6533,1
Kadalbal,34.0108,74.9133,1
Kadamtoli,23.6765,90.5095,1
Kadarang,13.7667,22.45,1
Kadarik,15.7662,24.9042,1
Kadasole,23.4443,87.2624,1
Kadawella,5.98274,80.7311,1
Kadaysar,34.7891,72.2679,1
Kaddaiparichan,8.45435,81.2918,1
Kadhaikhodra,20.1965,81.0646,1
Kadikoy district,41.0053,28.977,1
Kadima,32.2843,34.9112,1
Kadogli,11.0108,29.7156,1
Kadohu,0.48809,29.4655,1
Kadrukhuta,23.852,86.0456,1
Kadudo,6.38038,101.225,1
Kadugannawa,7.25728,80.5198,1
Kadugli district,11.0168,29.7162,1
Kadunong,6.65062,101.553,1
Kadunug,9.48742,9.14018,1
Kafa,11.3149,12.475,1
Kaffat,35.0681,36.8889,1
Kafin Hausa,10.8697,13.5399,1
Kafouram,11.503,14.6604,1
Kafr al-Dawar,31.1311,30.13,1
Kafr Aqb,31.8724,35.2259,1
Kafr Batna,33.5144,36.3744,1
Kafr Dael,36.2126,37.0238,1
Kafr Dan,32.4784,35.2537,1
Kafr Danis,33.5495,35.8532,1
Kafr el-Sheikh,31.1081,30.9422,1
Kafr Hamra,36.2528,37.0792,1
Kafr Hawar,33.3601,35.9789,1
Kafr Jamal,32.2267,35.0473,1
Kafr Kadum,32.2222,35.1436,1
Kafr Laha,34.8956,36.4972,1
Kafr Nabudah,35.4294,36.4908,1
Kafr Najd,35.8233,36.5875,1
Kafr Ni'ma,31.9246,35.0987,1
Kafr Qasem,32.1143,34.977,1
Kafr Rai,32.3734,35.1559,1
Kafr Saba,32.1762,34.9082,1
Kafr Sava,32.1785,34.9082,1
Kafr Shalaya,35.7689,36.5373,1
Kafr Uwayd,35.6308,36.4597,1
Kafr Yasuf,32.3175,35.3486,1
Kafr Zita,35.3736,36.6017,1
Kafra,33.1761,35.3516,1
Kafukiro,-3.0117,28.2994,1
Kaga Bandoro,7.00004,19.1835,1
Kaga district,12.1508,13.9106,1
Kaga-Bandoro,6.99991,19.1807,1
Kaga-Bandoro district,7,19.1833,1
Kagazai,34.5655,71.4774,1
Kaghaznagar,19.3519,79.4812,1
Kago Kamar,33.9886,71.0694,1
Kagondo,-1.5514,31.7039,1
Kaguit,12.4019,-16.403,1
Kah,36.2964,36.7242,1
Kahalis,33.8509,44.5196,1
Kahdzhalmakhi,42.4437,47.285,1
Kahiri,26.9174,61.002,1
Kahlan,16.9659,43.7959,1
Kahlil,33.9639,75.15,1
Kahramanmaras,37.5745,36.9259,1
Kaigamari,11.4858,13.1315,1
Kailasahar,24.319,91.9978,1
Kailashnagar,27.5493,83.4394,1
Kaili,26.5812,107.981,1
Kaimur,25.0555,83.6887,1
Kaimur district,25.0535,83.6798,1
Kaithal,29.8037,76.3941,1
Kaja,13.5505,24.3339,1
Kajala,18.2444,76.1436,1
Kajishah,23.9333,88.25,1
Kajo Keji,3.84917,31.6578,1
Kajoor,32.0741,66.1415,1
Kajor,32.0741,66.1415,1
Kajori,33.9105,71.3591,1
Kajuru,10.3243,7.6833,1
Kajuwatte,7.70217,81.1317,1
Kaka,11.8797,13.2829,1
Kaka Ziarat,33.2378,70.2767,1
Kakaheer,27.4023,66.3914,1
Kakal,6.86379,124.493,1
Kakamakhi,42.3924,47.3099,1
Kakamba,-2.9064,29.0518,1
Kakamega,0.28242,34.7527,1
Kakarbhitta,26.6464,88.156,1
Kakata,6.53016,-10.344,1
Kaklur,18.8886,81.3506,1
Kakopathar,27.633,95.6635,1
Kakotibari,27.0914,95.024,1
Kakpora,33.9468,74.9296,1
Kakudu National Park,-12.674,132.818,1
Kakul,34.1834,73.25,1
Kakure,1.71318,33.6064,1
Kakuruk,9.53448,8.89887,1
Kal Kala,32.6251,62.4798,1
Kala,6.43747,101.003,1
Kala Afghana,31.8856,75.0436,1
Kala Balge,12.0824,14.4671,1
Kala Gosh,34.9596,70.3868,1
Kala Marsha,32.0325,65.1354,1
Kala Pahar,24.7499,84.3709,1
Kala Wewa,8.01162,80.5577,1
Kalaa,10.2497,13.0211,1
Kalaa-e-Saeedan,31.7448,70.6217,1
Kala-Balge,12.2023,14.4591,1
Kala-Balge district,12.0818,14.468,1
Kalaban,32.5019,76.0217,1
Kalabani,23.4098,86.5798,1
Kalabat,34.0739,72.5515,1
Kalabayr,8.24261,47.2243,1
Kalaberia,22.6233,88.4949,1
Kalabong,3.40924,33.3686,1
Kalachara,22.6989,88.2495,1
Kalaf,11.7594,42.7918,1
Kalafgan,36.779,69.9491,1
Kalahandi district,19.9137,83.1649,1
Kalahari,-28.747,24.7713,1
Kalakan district,34.7843,69.1494,1
Kalakote,33.217,74.4186,1
Kalalpitiya,7.42427,80.6167,1
Kalamabad,32.7454,74.9185,1
Kalamaki,37.7426,20.8965,1
Kalamaria,40.5827,22.953,1
Kalambasna,11.8983,23.0264,1
Kalamidadar,20.7739,82.4076,1
Kalampur,19.1923,80.1931,1
Kalan,6.38139,124.629,1
Kalandiya,31.8617,35.208,1
Kalanganan,8.07595,124.251,1
Kalangar,34.0386,69.0225,1
Kalantra,34.1709,74.4728,1
Kalapo,6.67394,101.612,1
Kalar,34.6298,45.31,1
Kalaroa,22.8572,89.0409,1
Kalaroos,34.5725,74.3208,1
Kalata-i-Nazar,33.4867,60.8825,1
Kalatak,34.8383,70.3853,1
Kalawag,6.66307,124.627,1
Kalawit,7.90564,122.53,1
Kalbaat,37.1061,69.1653,1
Kaldar district,37.1849,67.7199,1
Kale Daanda,28.1653,83.9321,1
Kalende,-1.4284,28.0746,1
Kaler,30.8215,75.4243,1
Kaleri,11.8192,13.2089,1
Kalesija,44.4388,18.9124,1
Kalia Atala,19.087,84.285,1
Kaliam,22.3365,86.9486,1
Kaliatal,18.704,82.2189,1
Kalicha,6.22302,101.655,1
Kalidaspur,23.7806,88.9534,1
Kalikot district,29.2091,81.7364,1
Kalimati,27.7,85.2891,1
Kalimunda,20.5155,84.1183,1
Kalinigrad,54.7167,20.5167,1
Kalininabad,37.8658,68.9146,1
Kalinovka,44.4077,46.6111,1
Kalipal,22.9825,91.412,1
Kalisa,6.22625,101.65,1
Kalispell,48.2016,-114.31,1
Kalitakuchi,26.158,91.8429,1
Kalkanli,41.3182,36.3156,1
Kallady,7.70737,81.7157,1
Kallarawa,8.903,81.0099,1
Kaller,19.4132,80.0034,1
Kalmora,22.6006,74.7672,1
Kalo,6.39722,101.372,1
Kaloleni,-3.818,39.6276,1
Kalonga,-7.8594,22.5832,1
Kalongkongan,6.3129,125.552,1
Kalongo,3.04724,33.3654,1
Kaloosa,34.4285,74.6254,1
Kalptiya district,8.22953,79.7596,1
Kaluwo,6.33449,101.866,1
Kaluwo Nuea,6.40782,101.855,1
Kalyan,19.2403,73.1305,1
Kalyansinghpur,19.509,83.3081,1
Kama,11.7039,13.0674,1
Kamagaya,35.7768,140.001,1
Kamakhyaguri,26.4737,89.7251,1
Kamal Khel,33.4164,71.5164,1
Kamalawala,24.4414,74.2686,1
Kamale,10.6297,13.5397,1
Kamalloo,30.1018,66.9586,1
Kaman Gara,34.8584,71.4302,1
Kamananga,-3.0117,28.2994,1
Kamanar,18.9329,81.8822,1
Kamanathgou,17.6937,81.9956,1
Kamandugu,9.58869,-11.142,1
Kamangarah,34.6695,71.3016,1
Kamangra,34.8645,71.4003,1
Kamanyola,-2.7846,28.9984,1
Kamaporoto,9.35009,-11.707,1
Kamar,34.7686,71.5911,1
Kamar Sar,34.3483,71.2928,1
Kamareddy,18.3237,78.3343,1
Kamarkhel,33.9136,70.8793,1
Kambakoddai,8.64068,80.9995,1
Kambar Shahdadkot district,27.8852,67.9192,1
Kambari,11.886,12.8019,1
Kambauk,18.7143,93.6377,1
Kambertepe,38.54,40.0514,1
Kambesu,19.2807,83.5843,1
Kambingi,7.05382,124.673,1
Kambiri,29.2293,67.6662,1
Kamembe,-2.4605,28.9131,1
Kamenice,42.5864,21.5796,1
Kamenka,47.4214,37.6964,1
Kamesa,-3.4129,29.3858,1
Kaminia,37.9526,23.657,1
Kamisili,37.4593,44.3091,1
Kamisli,37.4586,44.3086,1
Kammarpally,18.8355,78.5095,1
Kamouna,12.5926,14.504,1
Kampala district,0.31339,32.5809,1
Kampani,8.19837,8.29513,1
Kampany,8.52931,8.49643,1
Kamparak,31.3636,63.9586,1
Kampena,-3.5944,26.6701,1
Kamphaeng Saen,14.0207,99.9805,1
Kampi,0.49372,29.4624,1
Kampi ya Chui,0.42359,29.8281,1
Kampong Buke,6.01256,101.832,1
Kampong Chhnaug P.,12.25,104.667,1
Kampong Chhuang P,12.25,104.667,1
Kampong Tolang,6.29422,101.731,1
Kampot City,10.6063,104.182,1
Kampot Province,10.6063,104.182,1
Kampumanapakala,17.8632,82.1955,1
Kampung Air Tengah,4.43634,118.532,1
Kampung Likas,5.99561,116.11,1
Kampung Munia,-4.4674,138.35,1
Kampung Nat Kamis,6.65573,101.467,1
Kampung Pohon Setar,6.69104,101.314,1
Kampung Sompoi,6.51694,101.652,1
Kamqor,4.21127,45.5621,1
Kamrup,33.7782,76.5762,1
Kamsuma district,0.24917,42.7789,1
Kamtahi,11.8831,12.8057,1
Kamu Maring,24.732,94.0787,1
Kamuronza,-1.398,28.8166,1
Kamuya,11.5097,12.9789,1
Kamyshne,48.7178,39.6735,1
Kana,3.25724,30.1734,1
Kanaker,33.2698,36.0948,1
Kanaker-Zeytun,40.22,44.5383,1
Kanama,-1.688,29.3453,1
Kanan,33.6725,44.8539,1
Kanana,-26.955,26.6346,1
Kanazah,32.5598,41.9196,1
Kanazi,-1.4759,31.7428,1
Kanchanpur,24.036,92.2015,1
Kanchanpur district,28.8372,80.3213,1
Kandahar district,31.6032,65.6358,1
Kandahar Hadda,32.0693,64.854,1
Kandaharyan,31.6627,63.0148,1
Kandaikulam,8.64338,80.3419,1
Kandalai,7.85722,79.7772,1
Kandbagh,34.2711,70.4135,1
Kandgal,34.9444,70.9522,1
Kandhabudha,18.3436,81.8825,1
Kandi Bagh,34.2853,70.3861,1
Kandikhel,32.0499,67.6495,1
Kandkot,28.2431,69.1811,1
Kandla,23.0081,70.1873,1
Kandlakunta,16.3874,79.2928,1
Kando,32.3119,64.8111,1
Kang Araiyan,31.0629,75.7393,1
Kangadi,20.3531,80.6034,1
Kangasala,61.4633,24.0723,1
Kangchup Geljang,24.8696,93.8061,1
Kangema,-0.6859,36.9652,1
Kanglatonbi,24.9666,93.8808,1
Kanglatongbi,24.9666,93.8808,1
Kangmeas District,11.952,105.149,1
Kangpokpi,25.1519,93.97,1
Kangu Beach,-6.8274,155.746,1
Kanguan,7.01801,124.497,1
Kanguri,36.3089,66.7719,1
Kanibong,6.8139,124.947,1
Kanigorram,32.5198,69.7888,1
Kanihama,34.0168,74.8447,1
Kaniola,-12.518,29.2995,1
Kanjikul,33.729,75.0151,1
Kanjiyaar,24.7957,84.9997,1
Kankaanpaa,61.7989,22.4034,1
Kankasanthurai,9.81517,80.037,1
Kankerlanka,18.2215,81.3555,1
Kankuh,35.2209,69.4497,1
Kannankudah,7.67986,81.6726,1
Kannauj district,27.0297,79.6951,1
Kanniya,8.59878,81.1872,1
Kano-Kabawa,7.94668,10.065,1
Kanra,34.5535,71.4878,1
Kansat,24.7299,88.1706,1
Kanta Chowk,26.4852,85.3155,1
Kantakobrapara,23.9408,91.9882,1
Kantanagre,25.8078,90.1941,1
Kantapahari,23.81,86.9912,1
Kantara,33.2733,35.4636,1
Kanthapur,34.5356,74.3414,1
Kanthol,33.3226,74.5053,1
Kantoma,9.48802,9.0445,1
Kantu,5.4328,5.35053,1
Kanune,-0.6833,28.9833,1
Kanuyya,11.9999,8.51678,1
Kanyabayonga,-0.7021,29.1722,1
Kanyakerni,7.96667,81.5333,1
Kanyutkwin,18.34,96.4917,1
Kao,15.4108,5.72867,1
Kaour,12.5678,-15.91,1
Kapai,8.08376,124.4,1
Kapalturai,8.55763,81.1496,1
Kaparo,-6.6567,155.431,1
Kapatagan,7.89901,123.771,1
Kapaw,6.88045,101.257,1
Kapedo,1.18396,36.1029,1
Kapgari,22.5227,86.8735,1
Kapikoy,38.4981,44.3192,1
Kapilbastu district,27.6542,82.9932,1
Kapili,1.64063,26.4194,1
Kapilvastu district,27.6526,82.9941,1
Kapo,6.81332,101.212,1
Kapo district,6.87383,101.416,1
Kapsanget,0.20296,35.0978,1
Kapsi,20.0926,80.6743,1
Kapurthala,31.3715,75.3937,1
Kara Mostafa,36.6839,3.36639,1
Kara Teppa,33.7733,45.1495,1
Karaagil,39.1401,42.0882,1
Karabayir,36.9512,30.0598,1
Karabudakhkentsky,42.6556,47.5611,1
Karaburun,38.9555,42.2734,1
Karacali,37.4292,42.8831,1
Karagau,10.8856,12.7042,1
Karakagudem,18.0354,80.578,1
Karakaj,44.4147,19.1233,1
Karakale,40.8713,43.4587,1
Karakar,35.1628,71.6606,1
Karakax district,37.2775,79.7293,1
Karaki,20.2562,80.7853,1
Karakoyunlu,39.9719,44.1752,1
Karakutuk,38.6377,41.7657,1
Karam Kot,32.9746,70.2366,1
Karamagay,11.6489,24.9042,1
Karamah,32.4885,44.4304,1
Karamar,34.9302,72.4152,1
Karamidh,24.3183,84.3031,1
Karamkot,32.9746,70.2366,1
Karanaz,35.4037,44.0014,1
Karangana,-18.271,18.4276,1
Karanjuguda,17.9849,81.5817,1
Karany,34.8558,70.1047,1
Karaotlak,37.2335,37.9462,1
Kararwala,29.9208,74.2077,1
Karary,16.1797,32.0848,1
Karata,42.597,46.3341,1
Karatas,37.4494,43.7466,1
Kara-Tyube,44.5212,44.6672,1
Karbaripara,22.7982,91.9882,1
Karbi Anglong,26.1861,93.5813,1
Karbogha,33.355,70.7613,1
Karbu Anglong district,26.1815,93.699,1
Karbutu,10.4543,12.3394,1
Karchun,48.814,37.5379,1
Kardesler,38.919,40.661,1
Kardhiq,40.1217,20.0275,1
Kareemabad,34.47,71.3651,1
Kareili,25.4274,81.8183,1
Karena,12.0928,14.8408,1
Karez Doghi,32.2677,62.9552,1
Karez I Qala,35.9885,64.72,1
Karga,34.55,69.05,1
Kargalinskaya,43.7419,46.4747,1
Kargil District,34.5539,76.1349,1
Kargilik,37.8831,77.4137,1
Kargilik district,37.8831,77.4141,1
Kari Haider,32.2167,70.3833,1
Kari Kot,32.2988,69.5725,1
Kariapatti district,9.67402,78.1023,1
Karigaon,26.5508,90.3357,1
Kariliova,39.2903,41.0058,1
Karim Daad,34.3675,68.766,1
Karimati,24.0357,84.4776,1
Karimdad,34.3672,68.7647,1
Karimnagar district,18.4368,79.1298,1
Karimpur,25.0224,89.1584,1
Karin,11.2848,49.1825,1
Karindo,-3.9137,30.0066,1
Karintak,39.7423,46.746,1
Karjain,26.4031,86.8974,1
Karkar,12.8464,23.0012,1
Karkare,27.1591,85.9137,1
Karkatpalli,18.1815,81.948,1
Karkel,22.6724,85.0727,1
Karko,27.6864,66.1371,1
Karlapodar,18.1419,82.6867,1
Karli,19.0413,83.185,1
Karlumen,-1.5697,127.453,1
Karm al-Qawadis,30.8862,34.0761,1
Karma district,33.3997,43.9089,1
Karma Lahan,24.7499,84.3709,1
Karma-Vishnupur,24.7499,84.3709,1
Karmia,31.6051,34.5441,1
Karmiel,32.9149,35.292,1
Karnal,29.6857,76.9905,1
Karni,31.453,34.4655,1
Karni Crossing,31.4813,34.4926,1
Karnuwa,11.8296,13.1535,1
Karokhil,33.9111,68.6661,1
Karoundi,26.8972,68.4067,1
Karpi,25.1621,84.7303,1
Karpos Railway Station,42.1792,21.6758,1
Karramal,21.4256,83.2417,1
Karrampada,22.0605,85.2373,1
Karsari,27.7275,79.13,1
Karshi,9.37681,8.58584,1
Karshi Daji,10.4707,7.77985,1
Karsiyaka,38.4908,42.2949,1
Kartanpalli,18.6795,82.129,1
Karte Dostom,36.665,65.752,1
Kart-e-Faizabad,36.7266,68.8603,1
kartliskari,41.4084,43.5394,1
Karubi,6.56667,101.553,1
Karuwalagaswewe,8.05658,79.9556,1
Karuzi,-3.1001,30.163,1
Karzai Kotal,36.179,65.4641,1
Karzakan,26.1139,50.4817,1
Kas district,12.5097,24.285,1
Kasaha,26.7782,86.3654,1
Kasangati,0.44095,32.6023,1
Kasawal,28.2023,80.9158,1
Kasba,23.7307,87.6556,1
Kasesema,-4.2066,30.0892,1
Kaseye,-0.7918,29.046,1
Kashi,32.8472,66.05,1
Kashihara,34.5094,135.793,1
Kashimbila,6.86231,9.85709,1
Kashimpur,23.0992,89.0978,1
Kashipur Bilbabari,22.7227,90.3392,1
Kashkak Duaab,33.8209,63.2975,1
Kashkul,34.3927,45.0035,1
Kashmiraabad,30.3753,69.3451,1
Kashmirabad,28.314,62.7899,1
Kashmore district,28.2674,69.3774,1
Kashtanove,48.1226,37.8306,1
Kasika,-2.9228,28.5252,1
Kasimli,38.0594,41.9769,1
Kasintuwu,-1.3846,120.757,1
Kaslik,33.9831,35.6181,1
Kasmir Qala,34.3611,68.8407,1
Kasom Khullen,24.6766,94.2627,1
Kasot,6.22611,101.207,1
Kaspi,41.9276,44.4119,1
Kaspiisk,42.8833,47.6333,1
Kaspiysk district,42.8699,47.6246,1
Kasr El Boukhari,35.8856,2.75083,1
Kasrah,35.5661,39.9168,1
Kassa,9.58851,8.8967,1
Kasserine district,35.1665,8.83326,1
Kastamonu,41.3785,33.7763,1
Kastela,43.5498,16.3831,1
Kasthiniya,24.7244,84.8595,1
Kasur,31.1176,74.4494,1
Kata Chishma,34.2677,65.2092,1
Kata Kani,33.4111,71.6439,1
Kata Kusta,34.0533,71.2497,1
Kata Qala,35.9122,65.027,1
Kata sarai district,33.7019,70.5547,1
Kata-e Lang,35.6875,64.2985,1
Katagamuwa,7.72826,80.1674,1
Katahariya,26.9797,85.2301,1
Katakam,36.0796,64.906,1
Katakashta,34.0383,71.1398,1
Katakwe,-14.433,31.4,1
Katalawan,8.26114,125.61,1
Katalung,34.3509,72.0562,1
Katama,19.2664,84.0352,1
Katamma,12.5624,10.9256,1
KatanKa,7.87757,9.77936,1
Katbano Lund Khwar,34.3833,71.9833,1
Kateman,6.935,124.373,1
Katendeji,-9.286,28.3292,1
Katendezi,-10.439,27.5401,1
Katerera,-0.5161,30.1839,1
Kathalbari,25.6776,89.8809,1
Kathapada,20.251,85.9825,1
Kathikund,24.3613,87.4184,1
Kathiraveli,8.22288,81.4039,1
Katholhu,0.1699,30.0781,1
Kathor,25.5521,87.5719,1
Kathu Nangal,31.7247,75.0322,1
Katihar,25.552,87.5718,1
Katihar district,25.5527,87.5725,1
Katikine,13.4881,13.8567,1
Katine,2,33.7833,1
Katingia,20.0568,84.2779,1
Katkahi,23.215,84.2277,1
Katong,6.48772,101.06,1
Katoria,24.7472,86.7207,1
Katozai,34.2825,71.5988,1
Katra,32.9915,74.9318,1
Katsina,12.9906,7.60298,1
Kattaiadampan,7.78531,81.4279,1
Kattakonda,18.3525,81.9535,1
Kattankundy,7.68901,81.7295,1
Katu Kapang,9.54912,8.88622,1
Katukeliyawa,8.47783,80.2645,1
Katulpeta,18.89,83.2901,1
Katuwana,6.26362,80.6909,1
Katwiguru,-1.0514,28.9911,1
Kaudaulla,7.26389,80.3875,1
Kaunayan,6.08449,121.086,1
Kaunia,25.7723,89.4242,1
Kaura district,9.63687,8.49962,1
Kaurgaon,19.1162,81.2465,1
Kavakbasi,37.3223,38.9198,1
Kavango,-11.513,23.0168,1
Kavre,27.5326,85.564,1
Kavrepalanchok district,27.5259,85.5612,1
Kavumwe,-3.4408,30.5739,1
Kawad,18.8995,81.5331,1
Kawasoti,27.6436,84.1255,1
Kawd,15.555,48.1728,1
Kawit,14.4411,120.902,1
Kawkareik township,16.556,98.2389,1
Kawkereik district,16.5565,98.2407,1
Kawuri,11.7281,13.299,1
Kayacik,38.5556,41.1721,1
Kayahisar,38.5608,40.0375,1
Kayaonu,37.8055,38.1917,1
Kayapinar,37.9579,39.9072,1
Kayhan,37.4116,35.8619,1
Kaylou,12.4667,-16.383,1
Kaynarca,38.3854,42.6357,1
Kayogoro,-2.9152,29.6231,1
Kayomati district,6.5417,101.647,1
Kayu Boko Municipality,6.54009,100.892,1
Kayu Bokoh,6.48708,101.414,1
Kayuboko,6.47951,101.424,1
Kayukhla,5.97207,101.923,1
Kaza Khel,33.9142,70.882,1
Kazan,55.8249,49.0861,1
Kazankoyu,37.7041,44.2387,1
Kazanluk,42.6199,25.3947,1
Kazbekovsky  (District),43.0024,46.6841,1
Kazenga,-10.496,22.8108,1
Kazidahar,24.7085,92.874,1
Kazimia,-3.9434,29.6206,1
Kazimpur,22.9919,91.2337,1
Kbal Damrei,12.905,105.391,1
Kbal Krapeu,11.9847,105.305,1
Kdumim,32.2129,35.1574,1
Keana district,8.14583,8.79756,1
Kebaba,36.6128,5.69167,1
Kebri Dehar,6.7398,44.2798,1
Kebri-Dehar,6.73216,44.281,1
Kech Hoshab,26.0101,63.8787,1
Kechala,18.7403,82.6429,1
Kecikayasi,38.516,44.2384,1
Kedarganj,23.6646,88.6047,1
Keelung,25.1333,121.733,1
Kefamenanu,-9.4467,124.478,1
Kefar Qallil,32.1911,35.2647,1
Keffin Hausa,12.2407,9.90771,1
Kefraya,33.6709,35.7373,1
Kehellawela,7.25306,80.1864,1
Keimei,24.6637,93.9063,1
Keishamthong,24.792,93.9331,1
Kekirawa,8.04011,80.5979,1
Kelachay,37.078,50.3972,1
Kelaniya,6.95575,79.9237,1
Kelekci,37.7178,41.7696,1
Kelonge,1.64063,26.4194,1
Kelowna,49.888,-119.5,1
Keltakangas,60.7494,26.8234,1
Kemagan,34.9109,71.1274,1
