city,latitude,longitude,number of attacks
Maasin,5.864184,124.996176,2
Maaskarat,34.769786,43.556419,1
Maatkas,36.612083,3.987781,2
Maayon,11.386903,122.780944,1
Maazab,16.576572,43.093524,1
Mabalacat City,15.222743,120.572886,4
Mabalane,-23.847558,32.621937,2
Mabar,14.795047,44.293609,4
Mabas,10.81,13.654167,1
Mabayi,-2.706343,29.24463,1
Mabenga,-1.012547,29.356975,2
Mabien district,9.817778,33.545833,1
Mabinay,9.733738,122.928037,2
Mabini,10.801934,123.488506,10
Mabini district,7.282129,125.857401,1
Mabouja,35.131102,37.274426,1
Maboussou,5.699904,25.583332,2
Mabrouk,29.738689,17.293203,2
Mabua,9.069468,126.20339,1
Mabul,4.246112,118.631081,1
Mabulay,7.696292,123.41283,1
Maca,-15.640963,-71.768689,1
Macabalo,12.829859,123.876641,1
Macabebe,14.907244,120.717412,2
Macabud,14.792523,121.148472,1
Macachacra,-12.992377,-74.208394,2
Macachin,-37.136988,-63.666735,1
Macao,22.192266,113.547631,25
Macari,-14.770568,-70.902665,4
MacArthur,12.622839,123.668206,1
Macasampen,6.945555,124.404073,2
Macasandig,8.447594,124.645326,1
Macau,22.19328,113.548296,1
Macca,23.361831,85.317299,1
Maccabim,31.892497,35.034202,2
Maceio,-9.64979,-35.708976,3
Macenta,8.546324,-9.467418,1
Macenta district,8.461579,-9.278558,2
Maceo,6.551944,-74.787222,4
Mach,29.866252,67.329963,33
Machadiha,22.444977,86.676759,1
Machaguay,-15.650586,-72.505782,1
Machala,-3.258795,-79.959485,1
Machanga district,-20.873702,34.41834,1
Machareddi,18.331457,78.496504,1
Machchiwara,30.915556,76.2,1
Machdeng,6.314003,31.615714,1
Machente,-12.683056,-73.8725,3
Machh,29.867169,67.335232,6
Machh district,29.880988,67.337753,4
Machhakund,18.553137,82.488896,1
Machi,24.508473,94.141842,1
Machi Khel,33.029138,70.245889,2
Machi Pora,34.395677,74.25388,2
Machil,34.481376,74.17097,1
Machilipatnam,16.182826,81.133869,1
Machiton,38.574907,68.967372,1
Machkund,18.356667,82.305,1
Machuri,29.88802,76.930056,1
Macinaggio,42.958448,9.450356,3
Mackenrode,51.305191,10.068682,1
Maclear,-31.07999,28.366274,1
Maco,7.36618,125.858301,10
Macon,32.823281,-83.664394,1
Macuspana,17.760674,-92.594903,1
Macuyo-cuyo,14.031391,122.113091,1
Macuze,-17.717247,37.191519,2
Mada,10.030834,11.969524,3
Madad,34.031203,68.572411,1
Madadeni,-27.750947,30.071117,3
Madagali,10.886003,13.630308,9
Madagali district,10.890754,13.628005,1
Madain,33.098837,44.584951,173
Madain district,33.1,44.583333,3
Madakapadar,18.574826,82.37493,1
Madakapodur,18.363526,81.895253,1
Madakiya,9.617561,8.309549,1
Madalla,9.096389,7.212778,3
Madalum,7.85402,124.119002,1
Madama,21.93545,13.626142,2
Madanwada,20.244972,80.711144,3
Madar,34.415556,74.656667,1
Madari,12.541479,13.776426,1
Madathakonda,18.113038,82.42832,2
Madavaithyakulam,8.663444,80.396516,1
Madayi,12.787081,13.876648,1
Madded,18.776541,80.5369,3
Maddi,31.881902,70.576252,1
Madera Negra,12.58333,-87.28333,3
Madevo,-25.249,32.378096,1
Madhabdi district,23.848101,90.670189,3
Madhavpur,27.244489,86.440379,1
Madhbah,15.364572,44.048877,1
Madhepura,25.92869,86.790976,1
Madhopur,26.084783,85.392405,1
Madhowa,-0.988555,42.044691,3
Madhuban,24.003563,86.147194,3
Madhupur,23.390472,88.702469,2
Madhwapur,26.600768,85.843505,1
Madhyamgram,22.692502,88.465448,1
Madhyapara,24.08369,90.333095,1
Madi,27.412924,84.375233,1
Madikhel,33.368056,70.013889,2
Madimalla,17.942675,82.04757,1
Madina,9.267649,-10.866731,1
Madinaffee,15.283333,-16.683333,1
Madison,43.07295,-89.386694,2
Mado Gashi,0.731673,39.172842,1
Madoke,30.756944,75.324444,1
Madora,33.934629,75.152984,2
Madre Mia,-8.748752,-76.223882,2
Madrid,40.416691,-3.700345,117
Maduaha,26.112071,85.373064,1
Madugastalawa,7.014444,81.120556,1
Madulsima,7.046675,81.158211,1
Madura,-7.166667,113.466667,1
Madurai,9.925201,78.119775,9
Maduru Oya,7.619344,81.196796,1
Maduvil,9.675413,80.126109,1
Maduwari,12.847212,13.666302,1
Madyan,35.140527,72.537088,2
Madzhalis,42.132056,47.835319,1
Mae Fak,19.039867,98.990794,1
Mae La,14.504685,100.614025,1
Mae Laen,6.673628,101.241044,3
Mae Laen (District),6.649135,101.236243,1
Mae Lan,6.657939,101.238622,4
Mae Lan district,6.673628,101.241044,1
Mae Sam Laep.,14.504685,100.614025,1
Mae Sot,16.723537,98.584374,9
Mae Sot district,16.712405,98.574665,2
Mae Sut,16.717265,98.569642,3
Maeset,16.713142,98.574587,1
Mafa,11.925833,13.605556,11
Mafalala,-25.951361,32.572575,1
Mafhad district,14.061641,46.914921,1
Mafikeng,-25.859324,25.643362,1
Mafrak al-Saeed,14.75463,46.516262,1
Mafraq al-Sa'id,14.75463,46.516262,1
Mafriq,33.773349,45.14945,1
Maftul,34.795467,44.669154,2
Maftulah,34.792691,44.666582,4
Magabeni,-30.172448,30.767078,1
Magal,32.385553,35.036145,1
Magalang,15.2151,120.6596,1
Magalsong,6.999754,124.471625,1
Magam,34.091914,74.589914,5
Magama Gumau,10.068966,9.126918,1
Magamaga,0.521242,33.347212,1
Magamana,7.010287,80.262797,1
Maganda,6.665758,122.14076,1
Magangit,7.583611,126.074167,1
Magangue,9.24605,-74.7595,3
Magangue district,9.24605,-74.7595,2
Magar,0.671342,41.832576,1
Magara,-2.888676,29.871412,3
Magaram,12.673024,13.615046,1
Magaramkent,41.6237,48.3581,1
Magas,43.173137,44.812872,1
Magaslong,7.017805,124.497511,1
Magbini,7.790663,-11.889172,1
Magdalena Medio,7.198606,-75.341218,5
Magdeburg,52.131076,11.636583,7
Magdum,7.474329,125.842533,2
Mage,-22.656693,-43.039843,1
Magelang,-7.489128,110.210071,1
Maghagha,28.6486111,30.8402778,1
Maghazi,31.421941,34.385282,1
Maghera,54.842824,-6.667731,3
Magherafelt,54.755402,-6.606029,8
Magheragall,54.533308,-6.121179,1
Magheralin,54.467377,-6.261373,1
Magheramourne,54.816667,-5.766667,1
Maghnia,34.854797,-1.731727,1
Maghnin,34.854797,-1.731727,1
Maghzai Kili,32.326389,70.324167,1
Magilligan,55.14746,-6.892169,2
Maglaoi Sur,17.97566,120.483914,1
Magnaga,7.17124,125.894394,2
Magosilum,9.329405,125.971421,1
Magpet,7.100113,125.117035,4
Magra,24.795664,84.999407,1
Magsaysay,8.045737,123.94326,4
Magsingal,17.684253,120.425601,1
Magtaa Kheira,36.644722,2.813889,1
Magude,-25.010869,32.639031,4
Magui,1.932346,-78.2,1
Maguinao,15.021316,120.942444,1
Maguing,7.908736,124.39745,1
Maguiresbridge,54.295497,-7.463576,1
Magura,23.428973,89.436391,2
MagurÉ,42.602636,20.902977,1
Magurbari,26.464986,90.299744,1
Magwi,4.134965,32.293494,1
Maha,3.584515,28.299435,1
Maha Diwulwewe,8.155665,80.7093,1
Maha Nika Wewa,8.916667,80.8,1
Mahaba,9.09878,125.698659,1
Mahabad,36.7652,45.722417,2
Mahaday,2.297285,45.799093,9
Mahaday district,2.297382,45.798376,1
Mahadev,34.151937,74.98717,1
Mahadev Ghat,18.781867,80.754994,1
Mahadeva,26.549993,86.816785,1
Mahagama,25.03,87.32,1
Mahagodayaya,6.786559,81.278025,1
Mahaguda,19.975103,84.50911,1
Mahajanga,-15.716638,46.316596,2
Mahajanpara,22.11569,92.401016,1
Mahakongaskade,8.641667,80.425,1
Mahalabiyah,36.266698,42.711926,1
Mahalla Abu Ali,30.971514,31.195956,1
Mahametiyawa,8.675556,80.707778,1
Mahanud,12.159742,124.865515,1
Mahaoya,7.527986,81.352402,1
Mahapur,24.605105,84.671527,1
Maharagama,6.852215,79.924867,1
Maharbeda,19.723535,81.242411,1
Mahas,4.390496,46.089215,3
Mahas district,4.39339,46.08817,1
Mahatalang,6.534351,122.083873,1
Mahattah,34.058099,44.140717,1
Mahawil,32.661036,44.407655,22
Mahawil district,32.655756,44.556669,5
Mahawilachchiya,8.491553,80.201028,1
Mahayag,8.093981,123.45102,3
Mahayahay,8.09998,126.366641,5
Mahayay,7.334205,126.097813,1
Mahbubnagar district,16.741699,77.9859,1
Mahdia,35.342015,43.939362,1
Mahdiyah,35.135667,44.086625,2
Mahelma,36.680836,2.875486,1
Maheshpur,23.330349,88.826301,3
Maheshwari,24.687972,86.253636,1
Mahfad,14.059366,46.913369,7
Mahfad district,14.062312,46.918716,5
Mahi Par,34.637423,69.710369,1
Mahigonj,25.728521,89.291177,1
Mahilya,22.798224,91.988153,1
Mahin,34.246977,37.056134,3
Mahipani,22.264864,85.059714,1
Mahiyangana,7.33973,80.991957,2
Mahlakpur,28.805845,78.688015,1
Mahmara,26.965897,94.644837,1
Mahmoudeya,30.668561,31.501757,1
Mahmud Raqi,35.014374,69.348087,3
Mahmudiyah,33.055377,44.37146,160
Mahmudiyah district,33.129043,44.370626,2
Mahmund,34.8079895,71.3465881,1
Mahnar,25.607698,85.484796,1
Mahombe,-7.784469,27.533476,1
Mahondo,-1.18916,29.204876,1
Mahongkog,7.239867,125.160042,1
Mahore,33.309577,74.859485,2
Mahottari district,26.876623,85.809504,8
Mahrane,36.739131,3.621972,1
Mahras,27.8283333,30.7963889,1
Mahtab,36.896969,65.665857,1
Mahugayen,24.924391,86.220707,2
Mahupada,22.076174,85.028135,2
Mahupadar,18.610349,81.966971,6
Mahur,25.181797,93.119019,5
Mahuta,11.283333,7.8,1
Mahwa,27.049968,76.926854,1
Mai Gora,11.55106,7.021365,1
Mai Kaen,6.609877,101.667211,2
Mai Kaen (district),6.647927,101.666984,3
Mai Kaen district,6.621148,101.672854,2
Maiamnala,26.158436,94.562443,1
Maibang,25.305081,93.126637,2
Maibong,25.305895,93.128356,1
Maicao,11.377761,-72.238892,11
Maidan,34.9655922,71.8220043,8
Maidani,34.704444,70.239444,1
Maidogo,13.256068,14.485294,1
Maiduguri,11.833333,13.15,319
Maiduguri district,11.826297,13.196133,4
Maiduwa,11.347818,11.290034,1
Maigo,8.161256,123.958794,2
Maigora,11.555854,7.022816,1
Maigra,24.434498,84.495538,1
Maiha,9.988127,13.21649,5
Maikadiri,10.760664,13.314555,1
Maikatako,9.298274,8.963644,1
Mailari,11.648931,13.420148,1
Mailsi,29.803263,72.17424,1
Maimbung,5.928513,121.027923,4
Mainaopuri,26.200604,92.937574,1
Mainari,11.83445,13.144443,1
Maine-Soroa,13.211389,12.023889,1
Mainit,9.595122,125.456352,4
Mainok,11.829862,12.630218,8
Mainz,49.994989,8.26732,1
Maiorska,48.397492,37.975803,8
Maipou Khullen,24.920486,93.93225,1
Maira,34.837892,72.975872,1
Mairari,12.683079,13.437737,1
Mairi,11.814638,13.190456,1
Maiskoye,43.18492,44.7193,2
Maito,2.084325,-75.867193,1
Maitum,6.060563,124.495675,3
Maitumaig,6.927947,124.441483,1
Maizai Ada,30.684167,66.727778,1
Maizai Addah,30.67974,66.714597,1
Majagual,8.540112,-74.630384,2
Majalah,13.970996,46.456956,1
Majalah district,13.975,46.458333,1
Majdal Anjar,33.708333,35.9025,2
Majdal Ash Shams,33.267723,35.773553,1
Majdal Selm,33.214611,35.461758,3
Majdal Shams,33.269406,35.772117,1
Majdelyoun,33.561429,35.410688,2
Maje,9.18052,7.17933,1
Majhariya,26.950057,85.059899,1
Majhauli,24.166629,84.134279,1
Majhaulia,26.799257,84.620533,1
Majhaura,26.62021,86.430106,1
Majhowlia,26.798926,84.620829,1
Majitha,31.757399,74.953026,1
Majitha district,31.757399,74.953026,1
Majjaj,33.301637,43.653488,1
Majra az Zab,35.466389,43.783056,1
Majra Bambal,33.778175,76.576171,1
Majuli,27.001617,94.224298,2
Majuli Bargora,27.516807,95.6146,1
Majz,17.062902,43.597833,1
Majzar,15.8275,44.793889,1
Makali,8.630148,-11.662306,1
Makamba,-4.132718,29.799516,1
Makari,12.562772,14.447584,1
Makarove,48.679908,39.517956,2
Makarpur,25.039984,84.982394,1
Makassar,-5.133333,119.416667,6
Makassar district,-5.136109,119.46877,1
Makati,14.555116,121.024346,14
Makati City,14.555051,121.02446,5
Makembi,0.48816,29.449053,1
Makeni,8.871975,-12.037557,2
Makha Top,34.757748,71.279682,2
Makhachkala,42.978368,47.491066,163
Makhadir district,14.126421,44.198133,1
Makhali,22.535522,88.680791,1
Makhan,24.982403,93.869984,1
Makhigir,34.958889,69.227778,2
Makhmour,35.765326,43.590168,4
Makhmur district,35.699906,43.536794,13
Makhu,31.107153,74.976402,3
Makhul,35.203967,43.273559,1
Makiivka,48.045988,37.966642,5
Makilala,6.951779,125.097475,11
Makin,32.620653,69.839388,2
Makintamari,11.645,12.451389,1
Makir,10.617342,12.732679,1
Makiyivka,48.04645,37.964167,2
Mako,3.503889,42.296657,1
Makoho,-19.023611,31.614167,1
Makoka,-0.226111,29.213611,1
Makoni West,-18.208333,32.8,1
Makra,23.279872,88.209662,1
Makran district,26.966667,64.1,1
Makri Jhoda,26.200604,92.937574,1
Makrut,6.734221,101.122105,1
Maksar Al-Hesan,34.811389,37.306111,1
Maksi,10.794167,13.653611,1
Maksymilyanivka,47.971177,37.396319,1
Makulella,6.829199,81.03406,1
Makum,27.486479,95.435803,1
Makurdi,7.729979,8.536277,2
Mal Shahorai,29.025833,66.59,1
Mala,6.120243,19.503189,2
Mala Recica,41.991521,20.944237,1
Malabalay,8.130604,125.127654,1
Malabang,7.591737,124.070938,2
Malabati,22.59834,86.864691,1
Malabe,6.906079,79.969628,2
Malabo,3.758429,8.785311,1
Malabog,7.188989,125.456432,2
Malabon City,14.661751,120.958672,1
Malabuan,6.893056,125.08,1
Malacatan,14.91157,-92.054893,2
Malacawas,12.85713,-85.0869,1
Malachamlan,33.778175,76.576171,1
Maladhara,26.04215,90.456134,1
Malaga,36.719648,-4.420016,8
Malagakit,7.27843,124.424696,1
Malagazi,-30.031097,30.867744,3
Malagori,34.0803888,71.2243652,1
Malaipattu,12.924722,80.008056,1
Malakal,9.54453,31.654018,10
Malakal district,9.55,31.65,1
Malakana,34.673333,71.310833,1
Malakand,34.502784,71.90478,2
Malakand district,34.51891,71.880699,1
Malakheti,28.8401,80.560309,1
Malali,10.516667,7.433333,1
Malam district,11.516667,23.816667,1
Malam Fatori,13.251211,13.196049,2
Malam Jabba,34.799176,72.572214,5
Malam Maduri,12.563017,10.007128,1
Malamba,3.584515,28.299435,1
Malamodao,7.37,125.953889,2
Malan Wala,31.050714,74.820007,1
Malana,33.938445,70.093951,1
Malang,27.829384,84.003426,2
Malangas,7.628307,123.031334,2
Malange,-9.546402,16.338054,11
Malangog,6.929306,124.455527,1
Malangwa,26.866741,85.566593,2
Malapag,7.13333,124.81667,1
Malapatan,5.969808,125.286941,6
Malapatan district,5.966235,125.285262,1
Malar,26.337664,64.919337,1
Malari,11.175928,13.582191,5
Malashie,31.297962,48.56809,1
Malasila,6.939993,125.133485,1
Malasiqui,15.9201,120.414,2
Malate,15.547892,121.085804,1
Malatya,38.351978,38.302273,5
Malawi district,27.776823,30.781921,1
Malaya Areshevka,44.0214,46.812,1
Malaybalay,8.158126,125.124987,2
Malazgirt,39.146145,42.54096,1
Malbase,27.021345,87.470224,1
Malda,25.042452,88.138754,2
Malda Kumar Roajapara,23.846698,91.909924,1
Maldakumar Para,23.851066,91.910546,1
Maldar,33.307544,62.157358,3
Maldonado,-34.900044,-54.949784,1
Male,4.17455,73.510017,7
Malegaon,20.554623,74.525987,2
Malegbassa,4.644361,20.814878,2
Malemba-Nkulu,-8.034302,26.791674,1
Malengue,-13.913801,16.817361,1
Malerkotla,30.523208,75.888251,1
Malewada,15.800344,73.732776,2
Malgazar,29.079167,66.581389,1
Malgir,31.7472,64.44207,1
Malgobek,43.511111,44.6,23
Malgoti,33.343195,69.927377,1
Malgrat de Mar,41.646548,2.741634,1
Malguzar,29.774722,67.779722,2
Malhar,32.38648,75.517269,1
Mali Alas,42.51784,21.098647,1
Mali Bigha,24.867222,84.143611,1
Mali Khel,33.926674,68.674103,5
Maliana,-8.983333,125.216667,2
Maliana District,-8.983333,125.216667,1
Malibatuan,7.30923,125.148409,1
Maligawila,6.728394,81.352402,1
Maligaya,7.079003,124.886312,2
Maligue,6.65197,121.963683,1
Malik Din Khel,33.914075,71.399933,1
Malik Shaga,34,71.383333,1
Malik Shahi,32.684554,70.009858,1
Malikabad,34.130598,72.453092,1
Malikdin Khel,33.96,71.193056,1
Malikdinkhel,33.151349,70.295591,1
Malikhel,33.797884,70.135183,1
Malikpora,34.153695,74.667536,1
Malilipot,13.318707,123.738248,1
Malimbada,6.009619,80.517624,2
Malimono,9.617466,125.40209,1
Malindi,-3.220903,40.116146,3
Malio,-0.791773,29.045993,1
Malisevo,42.215181,20.759927,2
Malistan district,33.30785,67.185046,1
Maliwanag,8.5686,125.521584,1
Malkangiri,18.364195,81.892418,22
Malkangiri district,18.364195,81.892418,39
Mallah,32.994347,74.466118,1
Mallakam,9.762422,80.028899,3
Mallaw,27.7319444,30.8411111,1
Mallawi,27.7319444,30.8411111,62
Mallawi subdistrict,27.7319444,30.8411111,1
Mallawi-Tanda,27.7319444,30.8411111,1
Mallow Wali,32.222559,74.450203,1
Malmo,55.603331,13.001303,10
Malnar,19.423413,81.532538,1
Maloke,31.008793,75.005364,1
Malolos,14.853807,120.818175,1
Malolu,-0.791773,29.045993,1
Malongo,-5.393445,12.20633,2
Malook Kahoro,32.127543,74.70505,1
Maloong,6.69651,122.078771,1
Maloorlivka,48.190154,38.34314,5
Malotha,32.087778,76.782222,1
Maluana,-25.496503,32.653857,1
Maluku,-3.662747,128.167873,2
Maluso,6.543,121.8753,10
Maluso district,6.546997,121.880423,2
Malwi,11.280768,25.139212,1
Mama Kariz,31.536167,65.167191,1
Mama Khail,36.731944,68.706111,1
Mama Khel,34.177834,70.215474,1
Mamaduwa,8.81342,80.546623,2
Mamal al-Ismint,36.226239,37.46814,1
Maman,23.408879,81.218836,1
Mamasapano,6.900013,124.516554,3
Mamash khel,32.973889,70.563333,1
Mambasa,1.359962,29.057461,1
Mambiranan,11.150919,122.651762,1
Mamburao,13.268326,120.621182,1
Mambusao,11.43327,122.597702,1
Mamdi district,13.003044,14.738038,1
Mamelodi,-25.72135,28.422304,13
Mamit district,23.929444,92.490571,1
Mamond,34.856902,71.429936,8
Mamond district,34.731196,71.479573,1
Mamonzai,33.69013,70.356187,1
Mamove,0.50103,29.454194,1
Mamozai,33.470622,69.120196,2
Mampalago,12.92133,-15.995602,1
Mamudo,11.686784,11.182512,1
Mamunai,9.661389,80.358889,1
Mamund,34.805808,71.421368,1
Mamuzai,33.730968,70.680452,4
Manabuan,7.090009,124.92002,1
Manado,1.491701,124.842843,1
Managi,34.910931,71.127398,1
Managua,12.136389,-86.251389,54
Manague,6.285955,-70.28343,1
Manaharwa,27.109899,85.040117,1
Manakachar,25.535488,89.862199,1
Manakot,29.483192,81.400457,1
Manama,26.216667,50.583333,28
Manampitiya,7.904048,81.11547,1
Mananao,13.417375,120.470731,1
Manang Dalam,6.65199,101.599792,2
Manang Tayo,6.347289,101.763777,1
Manang Tayor,6.549038,101.643027,1
Manang Yong,6.811852,101.405528,2
Mananpur,25.124882,86.144013,1
Manapla,10.95803,123.123,1
Manar,33.213948,68.386179,2
Manas,42.724661,47.680975,2
Manasbal,34.256142,74.676269,2
Manati,10.44678,-74.95989,1
Manato,33.818581,70.173424,1
Manatu,24.230248,84.405879,1
Manatuto D.,-8.516667,126.016667,1
manaure,11.77507,-72.44097,1
Manawala,31.740568,74.688345,1
Manawan,32.5539,72.131987,1
Manawashi,12.6905,24.994047,1
Manazlah,35.380061,43.873292,1
Manbij,36.5269,37.953916,2
Manchester,38.59286,-90.510679,17
Manchok,9.67031,8.512779,2
Mancotal,13.2457,-85.96667,2
Mand,32.888165,74.985168,23
Mand district,26.115009,62.04134,1
Mand Soro,26.115009,62.041359,1
Mandai,23.860327,91.47973,2
Mandaitivu,9.616539,79.992,3
Mandakhel,33.583333,71.433333,1
Mandalay,21.973508,96.08208,16
Mandali,33.747758,45.552322,21
Mandaluyong,14.578937,121.03723,8
Mandan,33.583889,70.537778,2
Mandani,28.912869,68.046944,4
Mandar,33.0197,70.8956,1
Mandaue City,10.33318,123.934211,1
Mandecito,6.379665,-76.328018,1
Mandelieu-la-Napoule,43.5166667,6.9333333,1
Mandera,3.935639,41.855116,57
Mandera district,3.935715,41.855167,6
Mandeu,32.919722,70.558611,1
Mandi,33.795977,74.25388,1
Mandi Bahauddin,32.586019,73.48908,1
Mandi Kas,33.9042864,71.3989991,2
Mandi Pora,33.561228,75.205876,2
Mandiala,31.549465,74.847229,1
Mandideep,23.093895,77.511151,1
Mandimu,1.595768,29.417932,1
Mandina,12.537222,-16.251667,1
Mandini,-29.156284,31.407625,2
Mandisar,31.546111,65.858056,1
Mando Khel,33.889967,72.154788,1
Mando Zayi,33.307044,69.872854,4
Mando Zayi district,33.306429,69.872003,2
Mandol district,35.283889,70.17,1
Mandor,-13.148922,-72.538524,1
Mandowzi,31.498644,65.214989,1
Mandozai,33.015286,70.618063,2
Mandro,1.583333,30.35,1
Mandrykyne,47.920556,37.674722,1
Mandu,19.203477,81.934532,2
Mandur,7.482869,81.76503,4
Manenberg,-33.981614,18.550276,1
Maneri,34.138769,72.468603,1
Maneri Bala,34.138333,72.469722,1
Manerplaw,17.725159,97.735819,2
Manewara,19.830445,80.448937,1
Manfalut,27.3111111,30.9694444,2
Mang Tapah,36.751944,68.754444,1
Manga,34.186106,71.911975,1
Mangah Jek,36.934167,66.113889,1
Mangai,-1.749689,41.192947,2
Mangaize,14.68153,1.954201,3
Mangajek district,36.886995,66.397896,3
Mangal,6.419419,121.973276,3
Mangal Bagh Kandao,33.8125,70.676944,1
Mangalagama,7.525429,81.539256,1
Mangaldai,26.436608,92.028079,3
Mangali,33.737415,68.529457,1
Mangalkote,23.527059,87.899068,1
Mangalsen,29.14176,81.248374,2
Mangalut,6.606601,122.214633,1
Mangari,10.989777,12.153689,1
Manggakgre,25.780077,90.407905,1
Manggis,5.960634,120.961543,1
Manghinao,13.794381,120.998433,1
Mangina,-0.791773,29.045993,1
Mangjak,36.896969,65.665857,1
Manglawar,34.809275,72.430731,3
Manglor,34.809016,72.430577,1
Mango,34.885813,70.380771,1
Mangochar,29.349475,66.638484,5
Mangoli,28.466667,68.283333,2
Mangora,34.772604,72.360929,1
Mangpu,26.972925,88.370066,1
Manhe Mahugaon,23.420959,84.577897,1
Manhica,-25.272917,32.808451,1
Manhica district,-25.277478,32.81741,1
Mani,4.816643,-72.283331,1
Maniadih,24.183892,86.487019,1
Manidaha,22.408213,87.185674,1
Manigah,34.498375,74.197388,1
Manika,23.873772,84.353,1
Manikchhari,22.841723,91.83671,1
Manikganj district,23.859682,89.999742,1
Manikonta,18.061476,81.465141,2
Manikpara,22.370952,87.124831,2
Manikpur,23.842201,92.029768,1
manila,14.596051,120.978666,387
Manipay,9.726536,79.992,1
Manipur,25.045856,84.0762,1
Manisa,38.620999,27.428638,1
Manitoba,-23.565803,-56.550281,1
Manizales,5.067866,-75.517482,8
Manizales district,5.067866,-75.517482,2
Manja,25.966816,93.438668,2
Manjacaze,-24.700279,33.880475,1
Manjakot,33.476222,74.255208,1
Manjakwa,10.469539,12.46905,1
Manjalago,12.564148,-16.263982,1
Manjapu,33.778175,76.576171,1
Manjhaul,25.562913,86.128547,1
Manjhi Pur,28.429721,68.667423,1
Manjhipur,28.427222,68.670833,1
Manjipur,32.240236,74.418121,1
Manjoti,28.559391,68.226451,1
Mankachar,25.535303,89.862262,1
Mankayan,16.866667,120.783333,1
Mankhar,15.798159,48.385419,1
Mankilam,7.465034,125.779625,1
Mankindye,0.278169,32.585347,1
Mankote,32.540523,75.96229,1
Mankulam,9.136988,80.445169,10
Manma,29.149662,81.617534,1
Manmao,27.24538,95.918946,1
Manmaru,22.7429,85.335867,1
Mann,30.099178,74.659073,1
Manna,16.893833,43.802702,1
Mannagh Air Base,36.521944,37.041111,1
mannar,8.980118,79.912462,28
Mannar district,8.980118,79.912462,18
Mannheim,49.484677,8.476728,1
Manning,33.60939,-80.209839,1
Mano Gai,34.990013,70.913038,1
Mano Junction,8.027651,-11.103585,1
Mano Zangal,34.863742,71.340476,1
Manochahal Kalan,31.392022,74.846327,1
Manogai,34.989264,70.908177,4
Manogai district,34.932685,71.027104,1
Manogay,34.980177,70.911452,9
Manogi,34.926475,71.1026,1
Manoharpur,22.232255,83.685368,2
Manokwari,-0.861453,134.062042,1
Manolo Fortich,8.36782,124.868401,2
Manqabad,27.2013889,31.1061111,1
Manresa,41.725175,1.823353,3
Mansa,29.999507,75.393681,1
Mansai,26.273745,89.728564,1
Mansalanao,10.36674,123.1,1
Mansan Village,25.733333,98.033333,1
Mansaurah,36.077754,4.462888,1
Mansehra,34.772604,72.360929,10
Mansehra district,34.333882,73.201062,1
Mansheit Al Maghala,27.745,30.7855556,1
Manshera,34.33341,73.198937,2
Manshera district,34.368094,73.220787,1
Manshiet Khashaba,27.35,30.7902778,1
Mansi,24.116667,97.3,1
Mansoura,31.041021,31.377196,4
Mansoureh,34.424243,36.412609,1
Mansouriyah,34.077309,44.96035,3
Mansouriyeh,33.857715,35.568423,1
Mansura,12.86019,44.98166,8
Mansura district,12.849057,44.972015,3
Mansuriyah,33.758388,44.396591,6
Mansuriyat al Jabal,34.080556,44.958889,1
Mantara,37.592447,41.035415,1
Mantaro district,-11.822224,-75.392952,53
Manthali,27.380532,86.069586,1
Mantripukhri,24.851707,93.940833,1
Mantriput,18.200255,82.038407,1
Mantuvil,9.69636,80.184717,2
Manu,23.997294,91.9906,4
Manubothulagadda,15.64131,74.514799,1
Manufatia,-8.664722,125.358333,1
Manwal,32.76978,75.130822,1
Manzai,32.252222,70.245278,2
Manzai Fort,32.251493,70.245297,1
Manzil,34.249878,62.549148,1
Manzini,-26.499935,31.375965,1
Mao,14.119309,15.313452,1
Maokeng,-25.992507,28.218814,5
Mapaang,7.369444,125.888333,1
Mapaluca,14.029847,-88.615854,2
Mapandan,16.025407,120.453097,1
Mapandi,8.002882,124.286359,1
Mapao Khullen,24.954357,93.923465,1
Maparat,7.671049,126.085606,1
Mapaya,12.338428,121.118635,1
Maphou,24.817943,94.137014,1
Mapiki,0.489925,29.451135,1
Mapina,12.381842,123.524934,1
Mapinhame,-22.253672,35.111042,1
Mapiripan,2.89206,-72.135729,2
Maple Grove,48.067866,-123.91639,2
"Mapunduma V., Irian Jaya",-0.861453,134.062042,1
Maputi,7.01461,125.990824,1
Maputo,-25.891968,32.605135,40
Maqbal,33.816537,69.925475,1
Maqbanah district,13.584444,43.6675,1
Maqbilah,14.377873,46.837394,1
Maqsha,26.221406,50.516216,4
Mar del Plata,-37.997567,-57.54823,8
Mar Gat,30.1175,67.283333,2
Mar Koh,34.250512,70.808164,1
Mara,-14.086628,-72.102182,1
Marabad,34.24102,62.686585,1
Marabar-Mubi,10.34782,13.325363,1
Maracaibo,10.632808,-71.632977,3
Maracay,10.247054,-67.596335,3
Maradi,13.4916667,7.0963889,4
Maradudon,17.803075,120.485657,1
Maragang,7.817506,123.283548,2
Maragra,-25.44849,32.77669,1
Maragusan,7.894017,126.034033,4
Marah,33.644167,74.374167,1
Marakah,33.273056,35.308611,1
Maraksha,13.560833,46.156389,2
Maram,25.423602,94.106609,1
Marama,10.428611,12.221667,1
Maramag,7.762774,125.004169,4
Maramirundi,-2.904341,29.833373,2
Maramvya,-3.262719,29.62234,1
Marand,38.430994,45.774019,1
Maranda,-1.267704,120.576326,1
Maranding,7.923036,123.771936,2
